Samples,Val,Method
1000,18.9737222591972,SMAC
1100,19.0500367199871,SMAC
1200,19.2749351662727,SMAC
1300,19.7179904987033,SMAC
1400,19.8681025711641,SMAC
1500,20.0911133806103,SMAC
1600,20.6814043865085,SMAC
1700,21.1981674431414,SMAC
1800,21.7140316250889,SMAC
1900,22.8915574629549,SMAC
2000,24.2151504371973,SMAC
2100,25.5380243116915,SMAC
2200,26.1263377932818,SMAC
2300,26.2742925664976,SMAC
2400,26.4957752889786,SMAC
2500,26.6434603997889,SMAC
2600,26.7180669986765,SMAC
2700,26.8657521094868,SMAC
2800,26.9399991585003,SMAC
2900,27.0874146069049,SMAC
3000,27.0878640442476,SMAC
3100,27.0884932565274,SMAC
3200,27.0890325813386,SMAC
3300,27.1626504180724,SMAC
3400,27.1630099679465,SMAC
3500,27.1633695178207,SMAC
3600,27.3843129154905,SMAC
0,3.8113242910365,Unicorn
100,5.72170265990408,Unicorn
200,7.41194661831869,Unicorn
300,10.2040311660891,Unicorn
400,12.5549480182682,Unicorn
500,14.6858203474629,Unicorn
600,16.7432546148609,Unicorn
700,18.8752954811466,Unicorn
800,19.9789338198732,Unicorn
900,21.3042346560179,Unicorn
1000,21.9684131610554,Unicorn
1100,22.7790183523436,Unicorn
1200,23.6627919430228,Unicorn
1300,24.0330384259365,Unicorn
1400,24.4752847711503,Unicorn
1500,24.8445424919101,Unicorn
1600,25.4358222599622,Unicorn
1700,26.2462476763133,Unicorn
1800,27.3492568027601,Unicorn
1900,28.0139746326089,Unicorn
2000,28.3100639539776,Unicorn
2100,28.7542878234993,Unicorn
2200,28.9769390830713,Unicorn
2300,29.0532535438613,Unicorn
2400,29.495499889075,Unicorn
2500,29.7914094355067,Unicorn
2600,29.9399035335338,Unicorn
2700,30.088757181435,Unicorn
2800,30.3846667278666,Unicorn
2900,30.6065090002218,Unicorn
3000,30.755182873186,Unicorn
3100,30.9041264085558,Unicorn
3200,31.2007550547357,Unicorn
3300,31.2752717661549,Unicorn
3400,31.2759908659032,Unicorn
3500,31.349788477574,Unicorn
3600,31.349788477574,Unicorn
0,3.44422386952164,Unicorn
100,3.5940662795768,Unicorn
200,4.33186262134809,Unicorn
300,9.25311163641092,Unicorn
400,12.7048803157919,Unicorn
500,16.0100425339851,Unicorn
600,20.6411348006028,Unicorn
700,23.2867926621226,Unicorn
800,26.7417074029024,Unicorn
900,27.9938398396561,Unicorn
1000,28.879231404769,Unicorn
1100,28.9554559780904,Unicorn
1200,29.179365662222,Unicorn
1300,29.5495222576672,Unicorn
1400,29.4784212700526,Unicorn
1500,29.5557244929964,Unicorn
1600,29.7056567905201,Unicorn
1700,30.0750043987485,Unicorn
1800,30.2243973714609,Unicorn
1900,30.3001725074396,Unicorn
2000,30.1553637956227,Unicorn
2100,30.3781948301318,Unicorn
2200,30.3070938425172,Unicorn
2300,30.3097904665733,Unicorn
2400,30.4579250147262,Unicorn
2500,30.5336102632364,Unicorn
2600,30.6827335735433,Unicorn
2700,30.6831830108859,Unicorn
2800,30.684531322914,Unicorn
2900,30.6856998600051,Unicorn
3000,30.6874077219073,Unicorn
3100,30.9825981685906,Unicorn
3200,31.0567553301356,Unicorn
3300,31.7916752729136,Unicorn
3400,32.37899999235,Unicorn
3500,32.8197182505986,Unicorn
3600,33.6274470428935,Unicorn
